K00001,alcohol dehydrogenase [EC:1.1.1.1]
K22638,carnosic acid synthase [EC:1.14.14.61]
K22639,trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]
K22640,trimethyltridecatetraene synthase [EC:1.14.14.58]
K22676,"cis-2,3-dihydrobiphenyl-2,3-diol/cis-2,3-dihydrodiol-DDE dehydrogenase [EC:1.3.1.-]"
K22677,"2,6-dioxo-6-phenylhexa-3-enoate/TCOA hydrolase [EC:3.7.1.-]"
K22678,DDT-dehydrochlorinase [EC:4.5.1.1]
K22697,phosphatidylethanolamine phospholipase C [EC:3.1.4.62]
K22699,sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]
K22706,(R)-mandelonitrile beta-glucosyltransferase [EC:2.4.1.354]
K22708,poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase [EC:2.4.1.355]
K22709,poly(ribitol-phosphate) beta-glucosyltransferase [EC:2.4.1.53]
K22710,poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase [EC:2.4.1.70]
K22715,dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-]
K22716,dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]
K22717,"2-hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate hydrolase [EC:3.7.1.-]"
K22748,[histone H3]-lysine4 N-trimethyltransferase ATXR3 [EC:2.1.1.354]
K22769,NADPH-dependent stearoyl-CoA 9-desaturase [EC:1.14.19.-]
K22770,stearoyl-CoA 9-desaturase NADPH oxidoreductase
K22771,flavonol-3-O-L-rhamnoside-7-O-glucosyltransferase [EC:2.4.1.-]
K22772,flavonol-3-O-glucoside L-rhamnosyltransferase [EC:2.4.1.159]
K22794,flavonol-3-O-glucoside/galactoside glucosyltransferase [EC:2.4.1.239 2.4.1.-]
K22795,2-O-sulfo trehalose long-chain-acyltransferase [EC:2.3.1.288]
K22797,diglucosylglycerate octanoyltransferase [EC:2.3.1.273]
K22798,anthranilate-CoA-ACP transferase [EC:6.2.1.-]
K22799,2-methyl-4-hydroxyquinoline prenyltransferase [EC:2.5.1.-]
K22800,aurachin D monooxygenase [EC:1.14.13.-]
K22801,aurachin B monooxygenase [EC:1.14.13.-]
K22802,aurichin B epoxide hydrolase
K22813,bisphosphomevalonate decarboxylase [EC:4.1.1.110]
K22831,1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]
K22838,2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]
K22839,2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]
K22840,2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]
K22841,3-geranyl-3-[(Z)-2-isocyanoethenyl]indole synthase [EC:2.5.1.146]
K22842,L-glutamate-5-semialdehyde N-acetyltransferase [EC:2.3.1.271]
K22845,phlorizin synthase [EC:2.4.1.357]
K22846,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]
K22847,S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent) [EC:2.8.5.1]
K22848,"diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]"
K22849,"diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]"
K22874,L-tyrosine isonitrile desaturase/decarboxylase [EC:1.14.20.9 1.14.20.10]
K22879,FAD-dependent urate hydroxylase [EC:1.14.13.113]
K22881,poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaE
K22887,long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
K22896,vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2]
K22897,vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]
K22898,vanadium nitrogenase delta subunit [EC:1.18.6.2]
K22899,vanadium nitrogenase iron protein
K22906,phloretin hydrolase [EC:3.7.1.4]
K22911,thiamine phosphate phosphatase / amino-HMP aminohydrolase [EC:3.1.3.100 3.5.99.-]
K22912,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
K22913,"phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]"
K22920,UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
K22925,UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.45]
K22926,UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]
K22927,cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]
K22932,isoflavone 3'-hydroxylase [EC:1.14.14.88]
K22933,"galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"
K22934,"alpha,alpha-trehalase [EC:3.2.1.28]"
K22935,D-ribulokinase [EC:2.7.1.47]
K22944,bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]
K22945,nezukol synthase [EC:4.2.3.183]
K22946,ent-8alpha-hydroxylabd-13-en-15-yl diphosphate synthase [EC:4.2.1.173]
K22947,ent-13-epi-manoyl oxide synthase [EC:4.2.3.186]
K22948,(-)-kolavenyl diphosphate synthase [EC:5.5.1.28]
K22949,FAD synthetase [EC:2.7.7.2]
K22950,acylphloroglucinol glucosyltransferase [EC:2.4.1.358]
K22952,L-tyrosine isonitrile synthase [EC:4.1.99.24]
K22954,acyl homoserine lactone synthase [EC:2.3.1.184]
K22955,acyl homoserine lactone synthase [EC:2.3.1.184]
K22956,acyl homoserine lactone synthase [EC:2.3.1.184]
K22957,acyl homoserine lactone synthase [EC:2.3.1.184]
K22958,gallate decarboxylase subunit C [EC:4.1.1.59]
K22959,gallate decarboxylase subunit B
K22960,gallate decarboxylase subunit D
K22966,sulfate adenylyltransferase (ADP) / adenylylsulfatase [EC:2.7.7.5 3.6.2.1]
K22968,acyl homoserine lactone synthase [EC:2.3.1.184]
K22982,hydroxypyruvate reductase [EC:1.1.1.81]
K22993,bifunctional Delta-12/omega-3 fatty acid desaturase [EC:1.14.19.6 1.14.19.-]
K22994,pectate disaccharide-lyase [EC:4.2.2.9]
K22995,(+)-piperitol/(+)-sesamin synthase [EC:1.14.19.74]
K22997,cyclooctat-9-en-7-ol 5-monooxygenase [EC:1.14.99.61]
K22998,cyclooctatin synthase [EC:1.14.99.62]
K23003,L-galactose dehydrogenase [EC:1.1.1.-]
K23004,"L-galactono-1,5-lactonase [EC:3.1.1.-]"
K23005,L-galactonate 5-dehydrogenase [EC:1.1.1.414]
K23006,omega-3 fatty acid desaturase (Delta-15 desaturase) [EC:1.14.19.-]
K23007,L-galactonate 5-dehydrogenase [EC:1.1.1.414]
K23020,"3,6-diketocamphane 1,6-monooxygenase [EC:1.14.14.155]"
K23037,beta-carotene 4-ketolase/3-hydroxylase [EC:1.14.99.63 1.14.15.24 1.14.99.-]
K23053,flavonoid 4'-O-methyltransferase [EC:2.1.1.231]
K23078,menaquinone C8-methyltransferase [EC:2.1.1.350]
K23079,glucosylglycerol phosphorylase (configuration-retaining) [EC:2.4.1.359]
K23082,3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144]
K23083,3-deoxy-D-manno-octulosonic acid-hydrolase
K23086,glucosylglycerate hydrolase [EC:3.2.1.208]
K23094,"2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]"
K23095,demethylphylloquinol methyltransferase [EC:2.1.1.329]
K23109,aromatic 2-oxoacid reductase [EC:1.1.1.110]
K23120,histidine 2-aminobutanoyltransferase [EC:2.5.1.152 2.5.1.-]
K23121,trans-4-hydroxy-L-proline dehydratase [EC:4.2.1.172]
K23122,staphylopine/pseudopaline/yersinopine synthase [EC:1.5.1.52 1.5.1.-]
K23123,5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]
K23124,5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]
K23136,fraxetin 5-hydroxylase [EC:1.14.14.164]
K23137,indole-3-carbonyl nitrile 4-hydroxylase [EC:1.14.14.165]
K23144,UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]
K23145,scopoletin 8-hydroxylase [EC:1.14.11.60]
K23146,3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]
K23147,aminoimidazole riboside kinase [EC:2.7.1.223]
K23148,cytidine diphosphoramidate kinase [EC:2.7.1.224]
K23149,"5-phospho-D-xylono-1,4-lactonase [EC:3.1.1.104]"
K23150,N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129]
K23152,lycopaoctaene synthase [EC:2.5.1.148]
K23153,nocamycin O-methyltransferase [EC:2.1.1.351]
K23155,lycopene elongase/hydratase (flavuxanthin-forming) [EC:2.5.1.149]
K23156,mycolipenoyl-CoA---2-(long-chain-fatty acyl)-trehalose mycolipenoyltransferase / long-chain-acyl-CoA---trehalose acyltransferase [EC:2.3.1.278 2.3.1.279]
K23157,3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT2 [EC:2.1.1.352]
K23158,3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT3
K23159,lipid A 4'-phosphatase [EC:3.1.3.-]
K23169,UDP-N-acetylmuramoyl-L-alanine---L-glutamate ligase [EC:6.3.2.53]
K23170,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23]
K23171,dolabradiene synthase [EC:4.2.3.196]
K23172,alpha-selinene synthase [EC:4.2.3.198]
K23173,(-)-5-epieremophilene synthase [EC:4.2.3.199]
K23179,flavone synthase II [EC:1.14.19.76]
K23180,flavone synthase II [EC:1.14.19.76]
K23232,8-hydroxygeraniol dehydrogenase [EC:1.1.1.324]
K23233,D-octopine dehydrogenase [EC:1.5.1.11]
K23234,aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32]
K23257,methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-]
K23259,isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]
K23260,scopoletin glucosyltransferase [EC:2.4.1.128]
K23261,cyanidin 3-O-rutinoside 5-O-glucosyltransferase [EC:2.4.1.116]
K23264,phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]
K23265,phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
K23269,phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]
K23270,phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]
K23276,7-deoxyloganate 7-hydroxylase [EC:1.14.14.85]
K23279,gallate 1-beta-glucosyltransferase [EC:2.4.1.136]
K23304,serine O-acetyltransferase [EC:2.3.1.30]
K23351,glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma
K23352,glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta
K23359,biuret amidohydrolase [EC:3.5.1.84]
K23362,ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]
K23365,5-hydroxydodecatetraenal polyketide synthase CpkA [EC:2.3.1.281]
K23366,5-hydroxydodecatetraenal polyketide synthase CpkB [EC:2.3.1.281]
K23367,5-hydroxydodecatetraenal polyketide synthase CpkC [EC:2.3.1.281]
K23370,L-serine kinase (ADP) [EC:2.7.1.226]
K23371,"L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator [EC:2.7.1.225]"
K23372,"L-2,3-diaminopropanoate---citrate ligase [EC:6.3.2.54]"
K23373,2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase [EC:4.1.1.117]
K23374,2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase [EC:6.3.2.55]
K23375,staphyloferrin B synthase [EC:6.3.2.56]
K23378,feruloyl-CoA 6-hydroxylase / trans-4-coumaroyl-CoA 2-hydroxylase [EC:1.14.11.61 1.14.11.62]
K23384,indoleacetate decarboxylase [EC:4.1.1.115]
K23385,D-ornithine/D-lysine decarboxylase [EC:4.1.1.116]
K23393,lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]
K23394,demethylluteothin O-methyltransferase [EC:2.1.1.353]
K23395,"GDP-mannose:di-myo-inositol-1,3'-phosphate beta-1,2-mannosyltransferase [EC:2.4.1.361]"
K23397,5-hydroxydodecatetraenal 1-aminotransferase [EC:2.6.1.115]
K23416,3'-(hydroxy)phthioceranyl-2'-palmitoyl(stearoyl)-2-O-sulfo-trehalose (hydroxy)phthioceranyltransferase [EC:2.3.1.284]
K23446,D-ornithine---citrate ligase [EC:6.3.2.58]
K23447,staphyloferrin A synthase [EC:6.3.2.57]
K23451,dihydrosphingosine 1-phosphate phosphatase [EC:3.1.3.-]
K23452,UDP-glucosyltransferase 85A [EC:2.4.1.-]
K23458,repressible acid phosphatase [EC:3.1.3.2]
K23462,"flavin-dependent trigonelline monooxygenase, reductase component [EC:1.5.1.36]"
K23470,"4-hydroxyphenylacetate 3-hydroxylase, reductase component [EC:1.5.1.36]"
K23485,alternative squalene epoxidase [EC:1.14.19.-]
K23486,"9,11-endoperoxide prostaglandin H2 reductase [EC:1.1.1.-]"
K23492,4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
K23493,geissoschizine synthase [EC:1.3.1.36]
K23494,alstonine synthase [EC:1.14.14.-]
K23518,O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106]
K23519,"2,4-diacetylphloroglucinol hydrolase [EC:3.7.1.24]"
K23520,ginsenoside 20-O-glucosyltransferase [EC:2.4.1.363]
K23521,protopanaxadiol-type ginsenoside 3-O-glucosyltransferase [EC:2.4.1.364]
K23522,protopanaxadiol-type ginsenoside-3-O-glucoside 2''-O-glucosyltransferase [EC:2.4.1.365]
K23523,ginsenoside F1 6-O-glucosyltransferase [EC:2.4.1.366]
K23524,ginsenoside 6-O-glucosyltransferase [EC:2.4.1.367]
K23525,oleanolate 3-O-glucosyltransferase [EC:2.4.1.368]
K23526,"aromatic O-demethylase, cytochrome P450 subunit [EC:1.14.14.-]"
K23527,"aromatic O-demethylase, reductase subunit [EC:1.6.2.-]"
K23528,p-benzoquinone reductase (NADPH) [EC:1.6.5.6]
K23529,"2-hydroxy-1,4-benzoquinone reductase [EC:1.6.5.7]"
K23530,hydropyrene/hydropyrenol/isoelisabethatriene synthase [EC:4.2.3.201 4.2.3.202 4.2.3.203]
K23548,uptake hydrogenase small subunit [EC:1.12.99.6]
K23549,uptake hydrogenase large subunit [EC:1.12.99.6]
K23550,sialidase [EC:3.2.1.18]
K23552,post-GPI attachment to proteins factor 2
K23553,post-GPI attachment to proteins factor 3
K23558,plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
K23646,ditryptophenaline biosynthesis nonribosomal peptide synthase [EC:6.3.2.-]
K23647,ditryptophenaline biosynthesis N-methyltransferase [EC:2.1.1.-]
K23662,cytochrome P450 family 98 subfamily A9 [EC:1.14.13.-]
K23665,fumiquinazoline F synthetase [EC:6.3.2.-]
K23666,fumiquinazoline F monooxygenase [EC:1.14.14.-]
K23667,fumiquinazoline A synthase [EC:6.3.2.-]
K23668,fumiquinazoline A oxidase [EC:1.5.3.-]
K23669,L-lysine 4-chlorinase [EC:1.14.20.-]
K23670,4-chloro-allylglycine synthase [EC:1.14.99.-]
K23671,L-2-amino-4-chloropent-4-enoate dechlorinase/desaturase [EC:4.5.1.-]
K23672,L-propargylglycine--L-glutamate ligase [EC:6.3.2.-]
K23673,L-gamma-glutamyl-L-propargylglycine hydroxylase [EC:1.14.11.-]
K23700,[histone H3]-lysine36 N-trimethyltransferase [EC:2.1.1.359]
K23727,sphingoid base N-palmitoyltransferase [EC:2.3.1.291]
K23734,lipoyl(octanoyl) transferase [EC:2.3.1.181]
K23735,lipoyl(octanoyl) transferase 2 [EC:2.3.1.181]
K23736,2-lysophosphatidate phosphatase [EC:3.1.3.106]
K23737,2-lysophosphatidate phosphatase [EC:3.1.3.106]
K23750,octanoyl-CoA:protein transferase [EC:2.3.1.-]
K23754,"eudesmane-5,11-diol synthase [EC:4.2.3.197]"
K23756,medium-chain acyl-CoA ligase / lipoate-activating enzyme [EC:6.2.1.2]
K23763,lipoyl-AMP:Nepsilon-lysine lipoyltransferase / lipoyl(octanoyl) transferase [EC:2.3.1.181]
K23790,glutathione S-transferase P [EC:2.5.1.18]
K23810,(E)-8-carboxylinalool synthase [EC:1.14.14.-]
K23825,F420H(2)-dependent biliverdin reductase [EC:1.3.98.-]
K23862,"(+)-cis,trans-nepetalactol synthase [EC:5.5.1.34]"
K23888,histidyltryptophyldiketopiperazine synthetase [EC:6.3.2.-]
K23889,roquefortine prenyltransferase [EC:2.5.1.-]
K23890,mycotoxins biosynthesis FAD-dependent monooxygenase [EC:1.14.14.-]
K23891,glandicoline B O-methyltransferase [EC:2.1.1.-]
K23892,mycotoxins biosynthesis cytochrome P450 monooxygenase RoqO [EC:1.14.14.-]
K23947,2-oxoglutarate-dependent dioxygenase [EC:1.14.11.-]
K23975,L-aspartate semialdehyde sulfurtransferase [EC:2.8.1.16]
K23976,L-aspartate semialdehyde sulfurtransferase ferredoxin
K23977,L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]
K23987,"dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]"
K23990,"nepetalactol dehydrogenase / (+)-cis,trans-nepetalactol synthase [EC:1.1.1.419 5.5.1.34]"
K23992,1L-myo-inositol 1-phosphate cytidylyltransferase / CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.7.74 2.7.8.34]
K23995,lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]
K23996,methylphosphonate hydroxylase [EC:1.14.11.71]
K23998,pyridoxal 5'-phosphate synthase / NAD(P)H-hydrate epimerase [EC:1.4.3.5 5.1.99.6]
K23999,phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]
K24000,HPP-CMP hydrolase [EC:3.6.1.-]
K24012,acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]
K24017,phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]
K24018,cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19]
K24034,"spermidine synthase / saccharopine dehydrogenase (NADP+, L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]"
K24041,penicillin V amidase [EC:3.5.1.11]
K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]
K24071,glycine/sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.156 2.1.1.157]
K24102,dihydrofolate synthase / dihydropteroate synthase [EC:6.3.2.12 2.5.1.15]
K24108,spermidine-citrate ligase [EC:6.3.2.-]
K24109,"3,4-dihydroxybenzoyl-citryl-spermidine/N-citryl-spermidine--spermidine ligase [EC:6.3.2.-]"
K24110,"3,4-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.2.1.62]"
K24112,petrobactin synthase [EC:2.-.-.-]
K24136,glutathione-dependent peroxiredoxin [EC:1.11.1.27]
K24137,glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27]
K24138,glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27]
K24182,6-phosphofructokinase [EC:2.7.1.11]
K24189,(DL)-glycerol-3-phosphatase [EC:3.1.3.21]
K24204,mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]
K24221,type I inositol polyphosphate 5-phosphatase IP5P1/2 [EC:3.1.3.56]
K24222,inositol polyphosphate 5-phosphatase INPP5J/K [EC:3.1.3.56]
K24242,7-methylguanosine nucleotidase [EC:3.1.3.91]
K24244,"5,5'-dehydrodivanillate O-demethylase ferredoxin subunit"
K24245,"5,5'-dehydrodivanillate O-demethylase ferredoxin reductase subunit [EC:1.18.1.-]"
K24249,"TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase [EC:5.3.2.4]"
K24250,"dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose transaminase [EC:2.6.1.89]"
K24251,dTDP-D-Quip3N acetylase [EC:2.3.1.-]
K24252,UDP-6-deoxy-4-keto-L-IdoNAc 3-epimerase / UDP-4-keto-L-RhaNAc 4-reductase [EC:1.1.1.-]
K24256,UDP-L-QuiNAc synthase
K24257,UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]
K24258,UDP-N-acetyl-L-fucosamine synthase [EC:5.1.3.28]
K24259,putative aminotransferase
K24263,2-dehydropantoate 2-reductase [EC:1.1.1.169]
K24264,aspartate 1-decarboxylase [EC:4.1.1.11]
K24276,vanillin aminotransferase [EC:2.6.1.119]
K24277,capsaicin synthase [EC:2.3.2.35]
K24278,ergosteryl-3beta-O-L-aspartate synthase [EC:6.1.1.12 2.3.2.37]
K24280,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-idosamine transaminase"
K24281,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-idosamine acetyltransferase [EC:2.3.1.-]"
K24282,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idose 2-epimerase [EC:5.1.3.-]"
K24283,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-gulopyranose hydrolase [EC:3.6.1.-]"
K24284,"2,4-diacetamido-2,4,6-trideoxy-beta-L-gulose transferase [EC:2.5.1.-]"
K24285,"N,N'-diacetyl-8-epilegionaminate cytidylyltransferase [EC:2.7.7.-]"
K24287,L-tyrosine peroxygenase [EC:1.11.2.6]
K24292,mycinamicin VIII C21 methyl hydroxylase [EC:1.14.-.-]
K24293,"3,5,6-trichloropyridin-2-ol/2,4,6-trichlorophenol monooxygenase [EC:1.14.14.172 1.14.14.173]"
K24300,"UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]"
K24301,"UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]"
K24302,UDP-N-acetylbacillosamine transaminase [EC:2.6.1.34]
K24303,UDP-N-acetylbacillosamine alanyltransferase
K24304,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-glucose 2-epimerase"
K24305,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose hydrolase"
K24306,"2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose transferase"
K24307,5-N-acetyl-7-N-(D-alanyl)-legionaminic acid cytidylyltransferase
K24310,UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase [EC:1.1.1.426]
K24311,UDP-4-keto-6-deoxy-GlcNAc-4-reductase [EC:1.1.1.-]
K24312,UDP-4-keto-D-FucNAc 4-reductase
K24326,aminotransferase
K24327,glutamine-dependent amidotransferase [EC:6.3.5.-]
K24336,"UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.115]"
K24390,mycinamicin IV hydroxylase/epoxidase [EC:1.14.-.-]
K24393,sulfopyruvate decarboxylase [EC:4.1.1.79]
K24405,[histone H3]-lysine9 N-dimethyltransferase [EC:2.1.1.368]
K24406,[histone H3]-lysine27 N-methyltransferase [EC:2.1.1.369]
K24407,[histone H4]-lysine20 N-trimethyltransferase [EC:2.1.1.372]
K24438,sterigmatocystin biosynthesis cytochrome P450 monooxygenase
K24439,versicolorin B desaturase [EC:1.14.-.-]
K24440,averufin monooxygenase [EC:1.14.-.-]
K24441,geranylhydroquinone 3''-hydroxylase [EC:1.14.14.174]
K24442,"D-xylose 1-dehydrogenase (NADP+, D-xylono-1,4-lactone-forming) [EC:1.1.1.424]"
K24443,"D-xylono/L-arabinono-1,4-lactonase [EC:3.1.1.68 3.1.1.15]"
K24460,gibberellin 13-oxidase [EC:1.14.-.-]
K24528,protomycinolide IV synthase 1
K24529,protomycinolide IV desosaminyltransferase [EC:2.4.1.-]
K24530,ferredoxin
K24531,mycinamicin VII 6-deoxyallosyltransferase [EC:2.4.1.-]
K24541,tryptamine 5-hydroxylase [EC:1.14.14.186]
K24555,tylactone synthase 2
K24556,tylactone synthase 3
K24557,tylactone synthase 4
K24558,tylactone synthase 5
K24559,protomycinolide IV synthase 2
K24560,protomycinolide IV synthase 3
K24561,protomycinolide IV synthase 4
K24562,protomycinolide IV synthase 5
K24563,6-deoxyerythronolide B synthase EryAII [EC:2.3.1.94]
K24564,6-deoxyerythronolide B synthase EryAIII [EC:2.3.1.94]
K24565,"8,8a-deoxyoleandolide synthase 2"
K24566,"8,8a-deoxyoleandolide synthase 3"
K24567,avermectin polyketide synthase AveA2
K24568,avermectin polyketide synthase AveA3
K24569,avermectin polyketide synthase AveA4
K24621,very-long-chain ceramide synthase [EC:2.3.1.297]
K24622,very-long-chain ceramide synthase / ultra-long-chain ceramide synthase [EC:2.3.1.297 2.3.1.298]
K24670,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / phosphoenolpyruvate phosphatase [EC:3.1.4.16 3.1.3.60]"
K24689,lipoyl synthase
K24707,ribulokinase [EC:2.7.1.16]
K24855,hydroxyversicolorone monooxygenase [EC:1.14.13.-]
K24856,NADPH-dependent reductase
K24857,oxidoreductase AflX
K24858,oxidoreductase AflY
K24866,precorrin-2 dehydrogenase [EC:1.3.1.76]
K24867,dihydro-heme d1 dehydrogenase
K24871,ureidoglycine carbamoyltransferase [EC:2.1.3.16]
K24872,heptaprenylglycerol acetyltransferase [EC:2.3.1.-]
K24873,heptaprenyl diphosphate synthase component 2 [EC:2.5.1.30]
K24952,nopaline oxidase subunit A
K24953,nopaline oxidase subunit B
K24954,octopine oxidase subunit A
K24955,octopine oxidase subunit B
K24972,Vibrio phage 2-amino-2'-deoxyadenylo-succinate synthase [EC:6.3.4.25]
K24998,dehydro coenzyme F420 reductase / coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:1.3.8.17 6.3.2.31 6.3.2.34]
K25004,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.53]
K25009,methylenetetrahydrofolate reductase [NAD(P)H] [EC:1.5.1.20]
