id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark
R11973,3 C00007 + 3 C03024 + 1 C21796 <=> 4 C00001 + 3 C03161 + 1 C21818,1.14.14.61,,K22638,rn00904 rn01110,RC01952__C21796_C21818, 55435,,"11-hydroxyferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",,
R11974,1 C00007 + 1 C03024 + 1 C09092 <=> 1 C00001 + 1 C03161 + 1 C21819,1.14.14.62,,K22634,rn00904 rn01110,RC00478__C09092_C21819, 55439,,"ferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (salviol forming)",,
R11975,1 C00007 + 1 C03024 + 1 C08616 <=> 1 C00001 + 1 C03161 + 1 C21820,1.14.14.63,,,,RC01218__C08616_C21820, 55443,,"beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (maniladiol forming)",,
R11976,1 C00007 + 1 C03024 + 1 C08616 <=> 1 C00001 + 1 C03161 + 1 C21821,1.14.14.64,,,,RC00661__C08616_C21821, 55455,,"beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (daturadiol forming)",,
R11977,2 C00007 + 2 C03024 + 1 C09092 <=> 3 C00001 + 2 C03161 + 1 C21822,1.14.14.65,,K22635,rn00904 rn01110,RC03512__C09092_C21822, 55459,,"ferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (sugiol forming)",,
R11978,1 C00007 + 1 C03024 + 1 C20146 <=> 1 C00001 + 1 C03161 + 1 C21831,1.14.14.76,,K16083,rn00904 rn01110,RC01993__C20146_C21831,,"the second step of two-step reaction (see R12058, R09861+R11978)","ent-isokaurene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",,
R11979,1 C00007 + 1 C03024 + 1 C21823 <=> 1 C00001 + 1 C03161 + 1 C21824,1.14.14.67,,K22637,rn00904 rn01110,RC00257__C21823_C21824, 55467,,"11-hydroxysugiol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (11,20-dihydroxysugiol forming)",,
R11980,1 C00007 + 1 C03024 + 1 C18225 <=> 1 C00001 + 1 C03161 + 1 C21825,1.14.14.68,,K21719,rn00904 rn01110,RC01218__C18225_C21825, 55475,,"9beta-pimara7,15-diene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (9beta-pimara-7,15-diene-3beta-ol forming)",,
R11981,3 C00007 + 3 C03024 + 1 C18226 <=> 4 C00001 + 3 C03161 + 1 C21826,1.14.14.69,,K21291,rn00904 rn01110,RC03513__C18226_C21826, 55483,"three-step reaction (see R11982+R11983+R11984, R11982+R11985+R11986)","ent-cassa-12,15-diene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (ent-3beta-hydroxycassa-12,15-dien-2-one forming)",,
R11982,1 C00007 + 1 C03024 + 1 C18226 <=> 1 C00001 + 1 C03161 + 1 C21827,1.14.14.69,,,,RC00478__C18226_C21827, 55487,"the first step of three-step reaction (see R11981, R11982+R11983+R11984, R11982+R11985+R11986)",,,
R11983,1 C00007 + 1 C03024 + 1 C21827 <=> 2 C00001 + 1 C03161 + 1 C21828,1.14.14.69,,,,RC00144__C21827_C21828, 55491,"the second step of three-step reaction (see R11981, R11982+R11983+R11984)",,,
R11984,1 C00007 + 1 C03024 + 1 C21828 <=> 1 C00001 + 1 C03161 + 1 C21826,1.14.14.69,,,,RC03493__C21826_C21828, 55495,"the last step of three-step reaction (see R11981, R11982+R11983+R11984)",,,
R11985,1 C00007 + 1 C03024 + 1 C21827 <=> 1 C00001 + 1 C03161 + 1 C21829,1.14.14.69,,,,RC01993__C21827_C21829, 55499,"the second step of three-step reaction (see R11981, R11982+R11985+R11986)",,,
R11986,1 C00007 + 1 C03024 + 1 C21829 <=> 2 C00001 + 1 C03161 + 1 C21826,1.14.14.69,,,,RC00154__C21826_C21829, 55503,"the last step of three-step reaction (see R11981, R11982+R11985+R11986)",,,
R11987,1 C00007 + 1 C03024 + 1 C21796 <=> 1 C00001 + 1 C03161 + 1 C21830,1.14.14.67,,K22637,rn00904 rn01110,RC00257__C21796_C21830, 55471,,"11-hydroxyferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (11,20-dihydroxyferruginol forming)",,
R11988,1 C00007 + 1 C03024 + 1 C21822 <=> 1 C00001 + 1 C03161 + 1 C21823,1.14.14.60,,K22635,rn00904 rn01110,RC00236__C21822_C21823,,,"sugiol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (11-hydroxysugiol forming)",,
R11989,3 C00007 + 3 C03024 + 1 C09092 <=> 4 C00001 + 3 C03161 + 1 C09163,1.14.14.61,,K22638,rn00904 rn01110,RC01952__C09092_C09163,,,"ferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",,
R11990,2 C00007 + 2 C03024 + 1 C21796 <=> 3 C00001 + 2 C03161 + 1 C21823,1.14.14.65,,K22635,rn00904 rn01110,RC03512__C21796_C21823, 55463,,"11-hydroxyferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (11-hydroxysugiol forming)",,
R11991,1 C00007 + 1 C00026 + 1 C21418 <=> 1 C00001 + 1 C00011 + 1 C00042 + 1 C21832,1.14.20.4,,,,,,"the first step of two-step reaction (see R11993, R11991+R11992)",,,
R11992,1 C00080 + 1 C21832 <=> 1 C00001 + 1 C21381,1.14.20.4,,,,,,"the second step of two-step reaction (see R11993, R11991+R11992)",,,
R11993,1 C00007 + 1 C00026 + 1 C00080 + 1 C21418 <=> 2 C00001 + 1 C00011 + 1 C00042 + 1 C21381,1.14.20.4,,,,RC01114__C21381_C21418,,two-step reaction (see R11991+R11992),"(2R,3S,4S)-leucoanthocyanidin,2-oxoglutarate:oxygen oxidoreductase",,
R11996,1 C00007 + 1 C00186 <=> 1 C00022 + 1 C00027,1.1.3.2,,,,RC00044__C00022_C00186,,,(S)-lactate:oxygen 2-oxidoreductase,,
R11999,n C00007 + 1 C02321 <=> n C21834,1.13.11.85,,,,, 55923,,"cis-1,4-polyisoprene:oxygen dioxygenase [(4Z,8Z)-4,8-dimethyl-12-oxotrideca-4,8-dienal-forming]",,
R12000,1 C00748 <=> 2 C00011 + 1 C21835,4.1.1.111,M00847,K22225,rn00860 rn01100 rn01110 rn01240,, 19096,,siroheme carboxy-lyase,,
R12001,1 C21835 <=> 1 C21284,,M00847,K22226,rn00860 rn01100 rn01110 rn01240,,,Fe-coproporphyrin III synthase;incomplete reaction,,,
R12002,2 C00019 + 1 C21284 <=> 2 C00011 + 1 C00032 + 2 C00073 + 2 C05198,1.3.98.6,M00847,K22227,rn00860 rn01100 rn01110 rn01240,RC00884__C00032_C21284,,,Fe-coproporphyrin III:S-adenosyl-L-methionine oxidoreductase (decarboxylating),,
R12003,1 C08601 <=> 1 C21836,5.3.3.22,,,,, 12732,,lutein Delta4-Delta5-isomerase,,
R12004,1 C21837 <=> 1 C21838,5.5.1.31,,,,, 30666,,3-geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole cyclase (hapalindole H-forming),,
R12005,1 C21837 <=> 1 C21839,5.5.1.32,,,,, 56455,,3-geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole cyclase (12-epi-hapalindole U-forming),,
R12006,1 C21837 <=> 1 C21840,5.5.1.33,,,,, 56459,,3-geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole cyclase (12-epi-fischerindole U-forming),,
R12007,2 C00007 + 2 C03024 + 1 C19819 <=> 3 C00001 + 2 C03161 + 1 C21841,1.14.14.71,,K25060,rn00996 rn01110,RC03494__C19819_C21841, 55511,two-step reaction (see R12008+R12009),"cucurbitadienol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (11-oxocucurbitadienol forming)",,
R12008,1 C00007 + 1 C03024 + 1 C19819 <=> 1 C00001 + 1 C03161 + 1 C21842,1.14.14.71,,,,RC01218__C19819_C21842, 55515,"the first step of two-step reaction (see R12007, R12008+R12009)",,,
R12009,1 C00007 + 1 C03024 + 1 C21842 <=> 2 C00001 + 1 C03161 + 1 C21841,1.14.14.71,,,,RC00127__C21841_C21842, 55519,"the second step of two-step reaction (see R12007, R12008+R12009)",,,
R12010,1 C00007 + 1 C03024 + 1 C19743 <=> 1 C00001 + 1 C03161 + 1 C21843,1.14.14.72,,,,RC00724__C19743_C21843, 55507,,"drimenol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (drimendiol forming)",,
R12011,1 C00019 + 1 C21844 <=> 1 C00021 + 1 C21845,2.1.1.348,,K05925,,RC00003__C00019_C00021 RC00335__C21844_C21845, 55587,,S-adenosyl-L-methionine:adenine in mRNA methyltransferase,,
R12012,1 C21846 + 1 C21848 <=> 1 C00035 + 1 C21847,2.4.1.353,,,,, 11403,,GDP-6-deoxy-alpha-D-altrose:sordaricin 6-deoxy-D-altrosyltransferase,,
R12013,2 C00005 + 2 C00007 + 4 C00080 + 1 C00156 + 2 C01324 <=> 4 C00001 + 2 C00006 + 1 C00011 + 1 C14521,1.14.19.55,,,,, 56351,two-step reaction (see R12015+R12016),"4-hydroxybenzoate:NADPH oxidoreductase (brominating, decarboxylating)",,
R12014,n C00043 + 1 C21508 <=> n C00015 + 1 C21849,2.4.1.355,,K22708,,RC00005__C00015_C00043, 55675,,"UDP-N-acetyl-alpha-D-glucosamine:4-O-(D-ribitylphospho)n-di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol beta-N-acetyl-D-glucosaminyltransferase (configuration-inverting)",,Same as: R12872
R12015,1 C00005 + 1 C00007 + 2 C00080 + 1 C00156 + 1 C01324 <=> 2 C00001 + 1 C00006 + 1 C21850,1.14.19.55,,,,RC00949__C00156_C21850, 56355,"the first step of two-step reaction (see R12013, R12015+R12016)",,,
R12016,1 C00005 + 1 C00007 + 2 C00080 + 1 C01324 + 1 C21850 <=> 2 C00001 + 1 C00006 + 1 C00011 + 1 C14521,1.14.19.55,,,,, 56359,"the second step of two-step reaction (see R12013, R12015+R12016)",,,
R12017,1 C00288 + 1 C00857 <=> 1 C00020 + 1 C21851,2.5.1.143,,K06898,,RC00002__C00020_C00857 RC03521__C00857_C21851, 54759,,deamido-NAD+:hydrogencarbonate nicotinate-beta-D-ribonucleotidyltransferase,,
R12018,2 C00005 + 2 C00007 + 4 C00080 + 1 C00230 + 2 C01324 <=> 4 C00001 + 2 C00006 + 1 C00011 + 1 C21852,1.14.19.55,,,,, 56371,two-step reaction (see R12019+R12020),"3,4-dihydroxybenzoate:NADPH oxidoreductase (brominating, decarboxylating)",,
R12019,1 C00005 + 1 C00007 + 2 C00080 + 1 C00230 + 1 C01324 <=> 2 C00001 + 1 C00006 + 1 C21853,1.14.19.55,,,,RC00949__C00230_C21853, 56375,"the first step of two-step reaction (see R12018, R12019+R12020)",,,
R12020,1 C00005 + 1 C00007 + 2 C00080 + 1 C01324 + 1 C21853 <=> 2 C00001 + 1 C00006 + 1 C00011 + 1 C21852,1.14.19.55,,,,, 56379,"the second step of two-step reaction (see R12018, R12019+R12020)",,,
R12021,1 C00007 + 1 C00698 + 1 C01352 + 1 C12483 <=> 2 C00001 + 1 C00016 + 1 C21855,1.14.19.56,,,,, 56387,"the first step of two-step reaction (see R12023, R12021+R12022)",,,
R12022,1 C00007 + 1 C00698 + 1 C01352 + 1 C21855 <=> 2 C00001 + 1 C00016 + 1 C21856,1.14.19.56,,,,RC00949__C21855_C21856, 56391,"the second step of two-step reaction (see R12023, R12021+R12022)",,,
R12023,2 C00007 + 2 C00698 + 2 C01352 + 1 C12483 <=> 4 C00001 + 2 C00016 + 1 C21856,1.14.19.56,,,,, 56383,two-step reaction (see R12021+R12022),1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]:FADH2 oxidoreductase (chlorinating),,
R12024,1 C00001 + 1 C21858 <=> 1 C00026 + 1 C01419,3.5.1.128,,K11206,,RC00064__C01419_C21858 RC00090__C00026_C21858, 54535,,N-(4-oxoglutaryl)-L-cysteinylglycine amidohydrolase,,
R12025,1 C00003 + 1 C21859 <=> 1 C00004 + 1 C00080 + 1 C06644,1.3.1.-,,K22676,rn00621 rn01120 rn01220,RC00057__C06644_C21859,,dehydrogenase,,,
R12026,1 C00003 + 1 C00037 + 1 C00283 <=> 3 C00001 + 1 C00153 + 1 C20784,2.4.2.59,M00896,K22699,rn00730 rn01100 rn01240,RC00033__C00003_C00153 RC03253__C00003_C20784 RC03254__C00037_C20784, 55707,,NAD+:glycine ADP-D-ribosyltransferase (sulfide-adding),,
R12027,1 C00007 + 1 C01324 + 1 C01352 + 1 C12483 <=> 2 C00001 + 1 C00016 + 1 C21862,1.14.19.57,,,,, 56475,"the first step of three-step reaction (see R12030, R12027+R12028+R12029)",,,
R12028,1 C00007 + 1 C01324 + 1 C01352 + 1 C21862 <=> 2 C00001 + 1 C00016 + 1 C21863,1.14.19.57,,,,RC00949__C21862_C21863, 56479,"the second step of three-step reaction (see R12030, R12027+R12028+R12029)",,,
R12029,1 C00007 + 1 C01324 + 1 C01352 + 1 C21863 <=> 2 C00001 + 1 C00016 + 1 C21864,1.14.19.57,,,,RC01363__C21863_C21864, 56483,"the last step of three-step reaction (see R12030, R12027+R12028+R12029)",,,
R12030,3 C00007 + 3 C01324 + 3 C01352 + 1 C12483 <=> 6 C00001 + 3 C00016 + 1 C21864,1.14.19.57,,,,, 56471,three-step reaction (see R12027+R12028+R12029),1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]:FADH2 oxidoreductase (brominating),,
R12031,1 C00007 + 1 C00078 + 1 C00080 + 1 C00698 + 1 C01352 <=> 2 C00001 + 1 C00016 + 1 C21865,1.14.19.58,,,,RC01637__C00078_C21865, 55899,,L-tryptophan:FADH2 oxidoreductase (5-halogenating),,
R12032,1 C00007 + 1 C00078 + 1 C00080 + 1 C00698 + 1 C01352 <=> 2 C00001 + 1 C00016 + 1 C21866,1.14.19.59,,,,RC01637__C00078_C21866,,,L-tryptophan:FADH2 oxidoreductase (6-halogenating),,
R12033,1 C00007 + 1 C00080 + 1 C00525 + 1 C00698 + 1 C01352 <=> 2 C00001 + 1 C00016 + 1 C21867,1.14.19.59,,,,RC01637__C00525_C21867, 56531,,D-tryptophan:FADH2 oxidoreductase (6-halogenating),,
R12034,1 C00007 + 1 C00080 + 1 C00698 + 1 C01352 + 1 C19687 <=> 2 C00001 + 1 C00016 + 1 C21868,1.14.19.60,,,,RC00949__C19687_C21868, 55907,,7-chloro-L-tryptophan:FADH2 oxidoreductase (6-halogenating),,
R12035,2 C00003 + 1 C00108 + 1 C04203 <=> 2 C00004 + 2 C00080 + 1 C19459,1.7.1.17,,,,RC00252__C00108_C19459, 55875,,"N,N-dimethyl-1,4-phenylenediamine,anthranilate:NAD+ oxidoreductase",,
R12036,n C00029 + 1 C21504 <=> n C00015 + 1 C21869,2.4.1.53,,K22709,,, 10071,,"UDP-alpha-D-glucose:4-O-[(1-D-ribitylphospho)n-(1-D-ribitylphospho)-(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol beta-D-glucosyltransferase (configuration-inverting)",,Same as: R12866
R12037,n C00043 + 1 C21508 <=> n C00015 + 1 C21870,2.4.1.70,,K22710,,,,,"UDP-N-acetyl-alpha-D-glucosamine:4-O-(D-ribitylphospho)n-di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol alpha-N-acetyl-D-glucosaminyltransferase (configuration-retaining)",,Same as: R12870
R12045,1 C00029 + 1 C21871 <=> 1 C00015 + 1 C21872,2.4.1.195,,,,RC00882__C21871_C21872,,,UDP-alpha-D-glucose:(E)-omega-(methylthio)alkyl-thiohydroximate S-beta-D-glucosyltransferase,,
R12046,1 C02199 + 1 C12249 <=> 1 C00015 + 1 C21833,2.4.1.159,,K22772,rn00944 rn01110,RC00059__C12249_C21833,,,UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase,,
R12047,1 C00029 + 1 C16911 <=> 1 C00015 + 1 C21854,2.4.1.-,,K22771,rn00944,RC00171__C16911_C21854,,,UDP-glucose:afzelin 7-O-glucosyltransferase,,
R12048,1 C00005 + 1 C00007 + 1 C00080 + 1 C00412 <=> 2 C00001 + 1 C00006 + 1 C00510,1.14.19.-,,K22769 K22770,rn01040 rn01212,RC00917__C00412_C00510,,NADPH-dependent stearoyl-CoA 9-desaturase,,,
R12049,2 C00083 + 1 C02247 <=> 3 C00010 + 3 C00011 + 1 C21873,2.3.1.-,M00848,K02078 K14245 K14246 K22798,rn00998 rn01100 rn01110,,,,,,
R12050,1 C00448 + 1 C21873 <=> 1 C00013 + 1 C10641,2.5.1.-,M00848,K22799,rn00998 rn01100 rn01110,,,,,,
R12051,1 C00005 + 1 C00007 + 1 C00080 + 1 C10641 <=> 1 C00001 + 1 C00006 + 1 C21330,1.14.13.-,M00848,K22800,rn00998 rn01100 rn01110,RC03524__C10641_C21330,,,"aurachin-D,NADPH:oxygen oxidoreductase (N-hydroxylating)",,
R12052,1 C00005 + 1 C00007 + 1 C00080 + 1 C21140 <=> 1 C00001 + 1 C00006 + 1 C21874,1.14.13.-,M00848,K22801,rn00998 rn01100 rn01110,RC03133__C21140_C21874,,,"aurachin-B,NADPH:oxygen oxidoreductase (2',3'-epoxidizing)",,
R12053,1 C00004 + 1 C00007 + 1 C00080 + 1 C21140 <=> 1 C00001 + 1 C00003 + 1 C21874,1.14.13.-,M00848,K22801,rn00998 rn01100 rn01110,RC03133__C21140_C21874,,,"aurachin-B,NADH:oxygen oxidoreductase (2',3'-epoxidizing)",,
R12054,1 C21874 <=> 1 C21875,,M00848,K22802,rn00998 rn01100 rn01110,,,,,,
R12055,1 C00073 + 1 C00331 <=> 1 C00078 + 1 C01180,2.6.1.-,,K00837,rn00270 rn00380 rn01100,RC00006__C00073_C01180,,,L-methionine:indole-3-pyruvic acid aminotransferase,,
R12056,1 C00002 + 1 C00148 <=> 1 C00013 + 1 C20656,6.2.1.53,,K12719 K12720 K21780 K21781,,RC00043__C00148_C20656, 11659,First step of the two-step reaction R06746 (R12056+R12057),,,
R12057,1 C20656 + 1 C21097 <=> 1 C00020 + 1 C12470,6.2.1.53,,K12719 K12720 K21780 K21781,,RC00039__C12470_C21097, 56283,Second step of the two-step reaction R06746 (R12056+R12057),,,
R12058,2 C00007 + 2 C03024 + 1 C20145 <=> 2 C00001 + 2 C03161 + 1 C21831,1.14.14.76,,,,,,two-step reaction (see R09861+R11978),"ent-isokaurene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (ent-isokaurene-2beta,3beta-diol forming)",,
R12059,1 C00002 + 1 C21851 <=> 1 C00013 + 1 C21877,4.4.1.37,,K06864,,RC00043__C21851_C21877,,"the first step of three-step reaction (see R12062, R12059+R12060+R12061)",,,
R12060,1 C02743 + 1 C21877 <=> 1 C00020 + 1 C21880,4.4.1.37,,K06864,,RC00004__C02743_C21880 RC00070__C00020_C21877,,"the second step of three-step reaction (see R12062, R12059+R12060+R12061)",,,
R12061,1 C21880 <=> 1 C21861 + 1 C21878,4.4.1.37,,K06864,,RC03225__C21878_C21880 RC03525__C21861_C21880,,"the last step of three step reaction (see R12062, R12059+R12060+R12061)",,,
R12062,1 C00002 + 1 C02743 + 1 C21851 <=> 1 C00013 + 1 C00020 + 1 C21861 + 1 C21878,4.4.1.37,,K06864,,,,three-step reaction (R12059+R12060+R12061),[LarE]-S-[5-carboxy-1-(5-O-phosphono-beta-D-ribofuranosyl)pyridin-1-ium-3-carbonyl]-L-cysteine pyridin-1-ium-3-carboxylate-5-thiocarboxylate-mononucleotide-lyase (ATP-consuming),,
R12063,1 C00002 + 1 C21878 <=> 1 C00013 + 1 C21879,4.4.1.37,,K06864,,RC00043__C21878_C21879,,"the first step of three-step reaction (see R12066, R12053+R12064+R12065)",,,
R12064,1 C02743 + 1 C21879 <=> 1 C00020 + 1 C21881,4.4.1.37,,K06864,,RC00004__C02743_C21881 RC00070__C00020_C21879,,"the second step of three-step reaction (see R12066, R12053+R12064+R12065)",,,
R12065,1 C21881 <=> 1 C21767 + 1 C21861,4.4.1.37,,K06864,,RC03225__C21767_C21881 RC03525__C21861_C21881,,"the last step of three step reaction (see R12066, R12063+R12064+R12065)",,,
R12066,1 C00002 + 1 C02743 + 1 C21878 <=> 1 C00013 + 1 C00020 + 1 C21851 + 1 C21861,4.4.1.37,,K06864,,,,three-step reaction (R12063+R12064+R12065),"[LarE]-S-[1-(5-O-phosphono-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridin-1-ium-3-carbonyl]-L-cysteine pyridin-1-ium-3,5-dicarbothioate-mononucleotide-lyase (ATP-consuming)",,
R12067,1 C00007 + 1 C00030 + 1 C19859 <=> 1 C00001 + 1 C00028 + 1 C21860,1.14.99.60,M00117 M00128,K03184 K06134,rn00130 rn01100 rn01110 rn01240,RC00236__C19859_C21860, 50911,general reaction,"6-methoxy-3-methyl-2-(all-trans-polyprenyl)-1,4-benzoquinol,acceptor:oxygen oxidoreductase (5-hydroxylating)",,
R12068,1 C00007 + 1 C01779 + 1 C03024 <=> 1 C00001 + 1 C02809 + 1 C03161,1.14.14.73,,,,RC00984__C01779_C02809, 55927__55931,,"albendazole,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (sulfoxide-forming)",,
R12069,1 C00007 + 1 C03024 + 1 C21876 <=> 1 C00001 + 1 C03161 + 1 C21882,1.14.14.73,,,,RC03517__C21876_C21882,,,"fenbendazole,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (sulfoxide-forming)",,
R12070,1 C00007 + 1 C01779 + 1 C03024 <=> 1 C00001 + 1 C03161 + 1 C21883,1.14.14.74,,,,RC00797__C01779_C21883, 56291,,"albendazole,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)",,
R12071,1 C00007 + 1 C03024 + 1 C21876 <=> 1 C00001 + 1 C03161 + 1 C21884,1.14.14.75,,,,RC00490__C21876_C21884, 56295,,"fenbendazole,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4'-hydroxylating)",,
R12072,1 C00007 + 1 C00638 + 1 C03024 <=> 1 C00001 + 1 C03161 + 1 C21886,1.14.14.80,,,,,,,"long-chain fatty acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (omega-hydroxylating)",,
R12073,1 C00007 + 2 C00138 + 1 C21527 <=> 1 C00001 + 2 C00139 + 1 C21885,1.14.15.27,,,,,,,"beta-dihydromenaquinone-9,reduced ferredoxin:oxygen oxidoreductase (omega-hydroxylating)",,
R12074,1 C00007 + 2 C00080 + 2 C00138 + 1 C21888 <=> 2 C00001 + 2 C00139 + 1 C21887,1.14.19.61,,,,, 56687,,"dihydrorhizobitoxine,ferredoxin:oxygen oxidoreductase (3,4 trans-dehydrogenating)",,
R12076,1 C00007 + 1 C00026 + 1 C21889 <=> 1 C00001 + 2 C00011 + 1 C00042 + 1 C21890,1.14.20.10,,K22874,,, 56695,,"(2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate,2-oxoglutarate:oxygen oxidoreductase (decarboxylating)",,
R12081,1 C00007 + 1 C00026 + 1 C21889 <=> 1 C00001 + 1 C00011 + 1 C00042 + 1 C21891,1.14.20.9,,K22874,rn00997,, 56691,,"(2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate,2-oxoglutarate:oxygen oxidoreductase",,
R12082,1 C00007 + 1 C00026 + 1 C21892 <=> 1 C00001 + 2 C00011 + 1 C00042 + 1 C21893,1.14.20.11,,,,, 56703,,"(2S)-3-(1H-indol-3-yl)-2-isocyanopropanoate,2-oxoglutarate:oxygen oxidoreductase (decarboxylating, 3-[(Z)-2-isocyanoethenyl]-1H-indole-forming)",,
R12083,1 C00007 + 1 C00026 + 1 C21892 <=> 1 C00001 + 2 C00011 + 1 C00042 + 1 C21894,1.14.20.12,,,,, 56707,,"(2S)-3-(1H-indol-3-yl)-2-isocyanopropanoate,2-oxoglutarate:oxygen oxidoreductase (decarboxylating, 3-[(E)-2-isocyanoethenyl]-1H-indole-forming)",,
R12084,40 C00001 + 40 C00002 + 12 C00080 + 12 C00138 + 1 C00697 <=> 40 C00008 + 40 C00009 + 2 C00014 + 12 C00139 + 3 C00282,1.18.6.2,M00175,K22896 K22897 K22898 K22899,rn00910 rn01100 rn01310,RC02891__C00014_C00697, 55543,,"ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing, vanadium-dependent)",,
R12085,1 C00024 + 1 C01165 <=> 1 C00010 + 1 C01250,2.3.1.271,,K22842,rn00330 rn01100 rn01110,RC00004__C00010_C00024 RC00064__C01165_C01250, 48235,,acetyl-CoA:L-glutamate-5-semialdehyde N-acetyltransferase,,
R12086,1 C00173 + 1 C21680 <=> 1 C00229 + 1 C21672,2.3.1.270,,,,RC00039__C00173_C00229,,,Nalpha-[(3R)-hydroxy-acyl]-L-ornithine O-acyltransferase,,
R12087,2 C21895 <=> 1 C02183 + 1 C21896,2.3.1.272,,K22838 K22839 K22840,,RC00801__C02183_C21895, 48239,,2-acetylphloroglucinol C-acetyltransferase,,
R12088,1 C00029 + 1 C00774 <=> 1 C00015 + 1 C01604,2.4.1.357,,K22845,rn00941 rn01110,RC00005__C00015_C00029 RC00171__C00774_C01604, 51579,,UDP-alpha-D-glucose:phloretin 2'-O-D-glucosyltransferase,,
R12089,1 C00341 + 1 C21893 <=> 1 C00013 + 1 C21837,2.5.1.146,,K22841,,RC03526__C21837_C21893, 17352,,geranyl-diphosphate:3-[(Z)-2-isocyanoethenyl]-1H-indole geranyltransferase,,
R12090,1 C00006 + 1 C21897 <=> 1 C00005 + 1 C00080 + 1 C20379,1.3.1.100,M00964,K19182,rn00901 rn01100 rn01110,RC03527__C20379_C21897,,,chanoclavine-I aldehyde:NAD+ oxidoreductase,,
R12091,1 C00080 + 1 C21897 <=> 1 C00001 + 1 C20409,,M00964,,rn00901 rn01100 rn01110,,,spontaneous,,,
R12092,1 C00320 + 1 C01005 <=> 1 C00009 + 1 C05824,2.8.5.1,,K22847,rn00270 rn01100,RC03528__C01005_C05824, 52423,,thiosulfate:3-phospho-L-serine thiosulfotransferase,,
R12093,1 C20408 <=> 1 C20437,,M00964,,rn00901 rn01100 rn01110,,,enzyme not yet characterized,,,
R12094,1 C00080 + 1 C20379 <=> 1 C00001 + 1 C20457,,,,rn00901 rn01110,,,spontaneous,,,
R12095,1 C00001 + 1 C11544 <=> 1 C00159 + 1 C00258,3.2.1.170,,,,RC00397__C00258_C11544 RC00746__C00159_C11544, 58459,,2-O-(alpha-D-mannopyranosyl)-D-glycerate D-mannohydrolase,,
R12096,1 C00001 + 1 C21815 <=> 1 C00059 + 1 C21898,3.1.6.20,,K17224,,RC03529__C21815_C21898, 48267,,[SoxY protein]-S-sulfosulfanyl-L-cysteine sulfohydrolase,,
R12097,1 C00001 + 1 C21899 <=> 1 C00059 + 1 C21814,3.1.6.20,,K17224,,RC03529__C21814_C21899, 56719,,[SoxY protein]-S-(2-sulfodisulfanyl)-L-cysteine sulfohydrolase,,
R12098,1 C00001 + 1 C22529 <=> 1 C00073 + 1 C00212,3.13.2.3,,K22205,,RC00021__C00073_C22529 RC03530__C00212_C22529,,,S-adenosyl-L-methionine hydrolase (adenosine-forming),,
R12099,1 C00002 + 1 C21900 <=> 1 C00013 + 1 C21901,2.7.7.100,,,,, 56103,,ATP:[SAMP]-Gly-Gly adenylyltransferase,,
