id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark,CBRdb_C_ids
R11733,1 C00001 + 1 C00561 + 1 C03161 <=> 1 C00007 + 1 C03024 + 1 C16074,1.14.14.44 1.14.14.77,,K00495,rn00460 rn01100 rn01110,RC02540__C00561_C16074, 52167,"the last step of three-step reaction (see R11732, R10041+R07638+R11733)","phenylacetonitrile,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase [(R)-mandelonitrile-forming]",,,C00001 C00007 C00561 C03024 C03161 C16074
R11734,1 C00007 + 1 C00051 + 1 C02937 + 1 C03024 <=> 2 C00001 + 1 C03161 + 1 C21620,1.14.14.45,,,,RC03482__C02937_C21620, 52183,two-step reaction (see R11735+R11736),"(E)-indol-3-ylacetaldoxime,[reduced NADPH---hemoprotein reductase],glutathione:oxygen oxidoreductase (oxime-hydroxylating)",,,C00001 C00007 C00051 C02937 C03024 C03161 C21620
R11735,1 C00001 + 1 C03161 + 1 C17204 <=> 1 C00007 + 1 C02937 + 1 C03024,1.14.14.45,,,,RC02452__C02937_C17204, 52187,"the first step of two-step reaction (see R11734, R11735+R11736)",,,,C00001 C00007 C02937 C03024 C03161 C17204
R11736,1 C00001 + 1 C21620 <=> 1 C00051 + 1 C17204,1.14.14.45,,,,RC02367__C17204_C21620, 52191,"spontaneous;the second step of two-step reaction (see R11734, R11735+R11736)",,,,C00001 C00051 C17204 C21620
R11737,1 C00007 + 1 C00051 + 1 C03024 + 1 C19714 <=> 2 C00001 + 1 C03161 + 1 C21622,1.14.14.45,,,,RC02210__C19714_C21622, 52195,two-step reaction (see R11738+R11739),"(E)-phenylacetaldehyde oxime,[reduced NADPH---hemoprotein reductase],glutathione:oxygen oxidoreductase (oxime-hydroxylating)",,,C00001 C00007 C00051 C03024 C03161 C19714 C21622
R11738,1 C00001 + 1 C03161 + 1 C21623 <=> 1 C00007 + 1 C03024 + 1 C19714,1.14.14.45,,,,RC02452__C19714_C21623, 52199,"the first step of two-step reaction (see R11737, R11738+R11739)",,,,C00001 C00007 C03024 C03161 C19714 C21623
R11739,1 C00001 + 1 C21622 <=> 1 C00051 + 1 C21623,1.14.14.45,,,,RC02367__C21622_C21623, 52203,"spontaneous;the second step of two-step reaction (see R11737, R11738+R11739)",,,,C00001 C00051 C21622 C21623
R11740,1 C00019 + 1 C21630 <=> 1 C00021 + 1 C21631,,,,rn00950 rn01110,RC00392__C21630_C21631,,enzyme not yet characterized,,,,C00019 C00021 C21630 C21631
R11741,3 C00001 + 3 C00028 + 1 C14818 + 1 C21624 <=> 3 C00007 + 3 C00030 + 1 C00032,1.14.99.57,,,,, 52235,,"protoheme,donor:oxygen oxidoreductase (mycobilin-producing)",,,C00001 C00007 C00028 C00030 C00032 C14818 C21624
R11742,3 C00001 + 3 C00028 + 1 C14818 + 1 C21625 <=> 3 C00007 + 3 C00030 + 1 C00032,1.14.99.57,,,,, 52239,,"protoheme,donor:oxygen oxidoreductase (mycobilin-producing)",,,C00001 C00007 C00028 C00030 C00032 C14818 C21625
R11743,1 C00001 + 2 C00139 + 1 C21629 <=> 1 C00011 + 2 C00080 + 2 C00138 + 1 C21621,1.2.7.12,,K00202 K00203 K00204 K00205 K11260 K11261,,RC00197__C21621_C21629,,,formylmethanofuran:ferredoxin oxidoreductase,,,C00001 C00011 C00080 C00138 C00139 C21621 C21629
R11744,1 C00001 + 2 C00006 + 1 C02720 <=> 2 C00005 + 2 C00080 + 1 C06813,1.7.1.16,,,,RC00250__C02720_C06813, 52887,two-step reaction (see R05400+R05401),N-phenylhydroxylamine:NADP+ oxidoreductase,,,C00001 C00005 C00006 C00080 C02720 C06813
R11745,1 C00001 + 1 C00028 + m C00760 + 1 C21626 <=> 1 C00007 + 1 C00030 + n+m C00760,1.14.99.54,,,,,,,"cellulose,hydrogen-donor:oxygen oxidoreductase (D-glucosyl C1-hydroxylating)",,,C00001 C00007 C00028 C00030 C00760 C21626
R11747,1 C00001 + 1 C00028 + m C00760 + 1 C21628 <=> 1 C00007 + 1 C00030 + n+m C00760,1.14.99.56,,,,,,,"cellulose,hydrogen-donor:oxygen oxidoreductase (D-glucosyl 4-dehydrogenating)",,,C00001 C00007 C00028 C00030 C00760 C21628
R11748,2 C00007 + 1 C21631 <=> 2 C00027 + 1 C06533,1.3.3.8,,K22089,rn00950 rn01110,,,,(S)-tetrahydropapaverine:oxygen oxidoreductase,,,C00007 C00027 C06533 C21631
R11749,1 C00011 + 1 C00490 <=> 1 C02341,4.1.1.113,,K22004,rn00660 rn01100,RC00667__C00490_C02341, 57731,,trans-aconitate decarboxylase,,,C00011 C00490 C02341
R11750,1 C00490 <=> 1 C21632,,,K22005,rn00660 rn01100,,,cytochrome P450 monooxygenase,,,,C00490 C21632
R11751,1 C00005 + 1 C00080 + 1 C21634 <=> 1 C00006 + 1 C16701,1.4.1.-,,K22090,rn00950 rn01110,RC03488__C16701_C21634,,norcraugsodine reductase,,,,C00005 C00006 C00080 C16701 C21634
R11752,1 C08521 <=> 1 C21633,,,,rn00950,,,multi-step reaction;incomplete reaction,,,,C08521 C21633
R11753,1 C08521 <=> 1 C08532,,,,rn00950,RC00524__C08521_C08532,,incomplete reaction,,,,C08521 C08532
R11754,1 C21406 <=> 1 C21635,,,,rn00950 rn01110,RC02077__C21406_C21635,,unclear reaction,,,,C21406 C21635
R11756,1 C21406 <=> 1 C21637,,,,rn00950,,,unclear reaction,,,,C21406 C21637
R11758,1 C21405 <=> 1 C21639,,,,rn00950,, 63199,unclear reaction,,,,C21405 C21639
R11759,1 C12180 <=> 1 C21405,,,,rn00950,RC02077__C12180_C21405,,unclear reaction,,,,C12180 C21405
R11760,1 C12180 <=> 1 C12193,,,,rn00950,RC00925__C12180_C12193,,unclear reaction,,,,C12180 C12193
R11761,1 C08527 <=> 1 C12193,,,,rn00950,,,multi-step reaction,,,,C08527 C12193
R11762,1 C04244 <=> 1 C21640,1.1.1.153,,K00072,,RC03490__C04244_C21640,,"a part of three-step reaction (see R08208, R01813+R11762+R11763);isomerization",,,,C04244 C21640
R11763,1 C00005 + 1 C00080 + 1 C03684 <=> 1 C00006 + 1 C21640,1.1.1.153 1.1.1.213,,K00072 K04119,rn00790 rn01100,RC03491__C03684_C21640,,"a part of three-step reaction (see R08208, R01813+R11762+R11763)",6-(1'-hydroxy-2'-oxopropyl)-tetrahydropterin:NADP+ oxidoreductase,,,C00005 C00006 C00080 C03684 C21640
R11764,1 C00005 + 1 C00080 + 1 C21640 <=> 1 C00006 + 1 C00272,1.1.1.21,,K00011,rn00790 rn01100,RC00525__C00272_C21640,,,tetrahydrobiopterin:NADP+ oxidoreductase [6-(1'-hydroxy-2'-oxopropyl)-tetrahydropterin-forming],,,C00005 C00006 C00080 C00272 C21640
R11765,1 C00005 + 1 C00080 + 1 C02953 <=> 1 C00006 + 1 C00272,1.5.1.3 1.5.1.33,,K00287 K03793,rn00790 rn01100 rn01240,RC03327__C00272_C02953,,,"tetrahydrobiopterin:NADP+ oxidoreductase (7,8-dihydrobiopterin-forming)",,,C00005 C00006 C00080 C00272 C02953
R11766,1 C00835 <=> 1 C04244,,,,rn00790 rn01100,RC03492__C00835_C04244,,non-enzymatic,,,,C00835 C04244
R11767,1 C00268 <=> 1 C02953,,,,rn00790 rn01100,,,non-enzymatic,,,,C00268 C02953
R11768,1 C00001 + 1 C00003 + 1 C00433 <=> 1 C00004 + 1 C00026 + 1 C00080,1.2.1.-,,K22187,rn00040 rn01100,RC00080__C00026_C00433, 47155,,"2,5-dioxopentanoate:NAD+ 5-oxidoreductase",,,C00001 C00003 C00004 C00026 C00080 C00433
R11769,1 C14144 <=> 1 C19682,,,,rn00362 rn01120,RC01078__C14144_C19682,,enzyme not yet characterized,,,,C14144 C19682
R11770,1 C00003 + 1 C00691 <=> 1 C00004 + 1 C00080 + 1 C21643,1.1.1.-,,K22231,rn00562 rn01100,RC00182__C00691_C21643,,scyllo-inosose 3-dehydrogenase,,,,C00003 C00004 C00080 C00691 C21643
R11771,1 C00001 + 1 C21643 <=> 1 C21644,3.7.1.-,,K22232,rn00562 rn01100,,,3-dehydro-scyllo-inosose hydrolase,,,,C00001 C21643 C21644
R11772,1 C00558 <=> 1 C21644,5.1.-.-,,K22233,rn00562 rn01100,,,5-keto-L-gluconate epimerase,,,,C00558 C21644
R11773,1 C00042 + 1 C98971 <=> 1 C00091 + 1 C00163,2.8.3.27,,K22214,rn00640 rn01100,, 28013,,propionyl-CoA:succinate CoA transferase,,,C00042 C00091 C00163 C98971
R11774,1 C00005 + 1 C00080 + 1 C21651 <=> 1 C00006 + 1 C21645,1.1.1.412,,,,, 54799,,"(2R,3S)-2-alkyl-3-hydroxyalkanoate:NADP+ oxidoreductase",,,C00005 C00006 C00080 C21645 C21651
R11775,1 C00002 + 1 C21645 <=> 1 C00013 + 1 C00020 + 1 C21657,6.1.3.1,,,,, 23063,,"(2R,3S)-2-alkyl-3-hydroxyalkanoate ligase (beta-lactone,AMP-forming)",,,C00002 C00013 C00020 C21645 C21657
R11776,1 C00005 + 1 C00080 + 1 C21668 <=> 1 C00006 + 1 C21666,1.1.1.413,,,,RC01220__C21666_C21668, 18944,,"(3R,4R)-3-[(1S)-1-hydroxyalkyl]-4-(hydroxymethyl)oxolan-2-one:NADP+ 1'-oxidoreductase",,,C00005 C00006 C00080 C21666 C21668
R11777,1 C00028 + 1 C04578 <=> 1 C00030 + 1 C21678,1.1.99.41,M00965,K22323,rn00901 rn01100 rn01110,RC03499__C04578_C21678, 52487,,"(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine:acceptor oxidoreductase",,,C00028 C00030 C04578 C21678
R11778,2 C00019 + 1 C21646 <=> 2 C00021 + 1 C21647,2.1.1.343,,K22269,,RC00003__C00019_C00021 RC03257__C21646_C21647, 51947,two-step reaction (see R11779+R11780),"S-adenosyl-L-methionine:8-amino-8-demethylriboflavin N,N-dimethyltransferase",,,C00019 C00021 C21646 C21647
R11779,1 C00019 + 1 C21646 <=> 1 C00021 + 1 C21648,2.1.1.343,M00890,K22269,rn00998 rn01100 rn01110,RC00003__C00019_C00021 RC00335__C21646_C21648, 53419,"first step of two-step reaction (see R11778, R11779+R11780);subsequently R11780",S-adenosyl-L-methionine:8-amino-8-demethylriboflavin N-methyltransferase,,,C00019 C00021 C21646 C21648
R11780,1 C00019 + 1 C21648 <=> 1 C00021 + 1 C21647,2.1.1.343,M00890,K22269,rn00998 rn01100 rn01110,RC00003__C00019_C00021 RC01451__C21647_C21648, 53423,"second step of two-step reaction (see R11778, R11779+R11780);following after R11779",S-adenosyl-L-methionine:8-demethyl-8-(methylamino)riboflavin N-methyltransferase,,,C00019 C00021 C21647 C21648
R11781,1 C00010 + 1 C21608 <=> 1 C00040 + 1 C21607,2.3.1.265,,K22311,,RC00004__C00010_C00040 RC00041__C21607_C21608,,,"acyl-CoA:2,6-di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase",,Same as: R12042,C00010 C00040 C21607 C21608
R11782,1 C00010 + 1 C21609 <=> 1 C00040 + 1 C21606,2.3.1.265,,K22311,,RC00004__C00010_C00040 RC00041__C21606_C21609, 47415,,acyl-CoA:2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase,,Same as: R12039,C00010 C00040 C21606 C21609
R11783,1 C00008 + 1 C00689 <=> 1 C00092 + 1 C00498,2.4.1.347,,K00697,,RC00005__C00008_C00498 RC00049__C00092_C00689, 53883,,ADP-alpha-D-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase (configuration-retaining),,,C00008 C00092 C00498 C00689
R11784,1 C00002 + 1 C21649 <=> 1 C00008 + 1 C21585,2.7.1.219,,K22129,,RC00002__C00002_C00008 RC00017__C21585_C21649, 52391,,ATP:D-threonate 4-phosphotransferase,,,C00002 C00008 C21585 C21649
R11785,1 C00001 + 1 C16698 <=> 1 C00009 + 1 C02713,3.1.3.105,,K22292,rn00520 rn01100 rn01250,RC00017__C02713_C16698, 53731,,N-acetyl-D-muramate 6-phosphate phosphohydrolase,,,C00001 C00009 C02713 C16698
R11786,1 C00001 + 1 C04312 <=> 1 C21652,3.1.4.58,,K01975,,RC00296__C04312_C21652, 11831,,"(ribonucleotide)n-2',3'-cyclic phosphate 3'-nucleotidohydrolase",,,C00001 C04312 C21652
R11787,1 C00001 + 1 C21654 <=> 1 C00013 + 1 C21653,3.1.7.12,,K22313,,RC01821__C21653_C21654, 54675,,(+)-kolavenyl-diphosphate diphosphohydrolase,,,C00001 C00013 C21653 C21654
R11788,2 C00001 + 1 C21655 <=> 2 C00252,3.2.1.204,,K22307,,, 24847,two-step reaction (see R11789+R11790),"1,3-alpha-isomaltohydrolase (configuration-retaining)",,,C00001 C00252 C21655
R11789,1 C00001 + 1 C21655 <=> 1 C21659,3.2.1.204,,K22307,,RC02528__C21655_C21659, 52747,"first step of two-step reaction (see R11788, R11789+R11790)","1,3-alpha-isomaltohydrolase (configuration-retaining)",,,C00001 C21655 C21659
R11790,1 C00001 + 1 C21659 <=> 2 C00252,3.2.1.204,,K22307,,RC00049__C00252_C21659, 52751,"second step of two-step reaction (see R11788, R11789+R11790)","1,3-alpha-isomaltohydrolase (configuration-retaining)",,,C00001 C00252 C21659
R11791,1 C00001 + 1 C00252 <=> 1 C00031 + 1 C00221,3.2.1.205,,K22308,,RC00059__C00031_C00252, 52755,,isomaltose 6-alpha-glucohydrolase (configuration-inverting),,,C00001 C00031 C00221 C00252
R11792,1 C00001 + 1 C21539 <=> 1 C00025 + 1 C21662,3.4.19.16,,K22314,,RC00064__C21539_C21662 RC00090__C00025_C21539, 52759,,(E)-1-(glutathione-S-yl)-omega-(methylthio)alkylhydroximate gamma-glutamylhydrolase,,,C00001 C00025 C21539 C21662
R11793,1 C00001 + 1 C21620 <=> 1 C00025 + 1 C21663,3.4.19.16,,K22314,,RC00064__C21620_C21663 RC00090__C00025_C21620, 52767,,S-[(E)-N-hydroxy(indol-3-yl)acetimidoyl]-L-glutathione gamma-glutamylhydrolase,,,C00001 C00025 C21620 C21663
R11794,1 C00001 + 1 C21664 <=> 1 C00025 + 1 C21665,3.4.19.16,,K22314,,RC00064__C21664_C21665 RC00090__C00025_C21664, 52771,,(glutathione-S-yl)(1H-indol-3-yl)acetonitrile gamma-glutamylhydrolase,,,C00001 C00025 C21664 C21665
R11795,1 C00001 + 1 C21622 <=> 1 C00025 + 1 C21667,3.4.19.16,,K22314,,RC00064__C21622_C21667 RC00090__C00025_C21622, 52763,,S-[(Z)-N-hydroxy(phenyl)acetimidoyl]-L-glutathione gamma-glutamylhydrolase,,,C00001 C00025 C21622 C21667
R11796,1 C00053 + 1 C98942 <=> 1 C00054 + 1 C21671,2.8.2.39,,K22312,,RC00007__C00053_C00054 RC00134__C21669_C21671,,,3'-phosphoadenylyl-sulfate:12-hydroxyjasmonate sulfotransferase,,,C00053 C00054 C21671 C98942
R11797,3 C00019 + 1 C21672 <=> 3 C00021 + 1 C21675,2.1.1.344,,K22309,,RC00003__C00019_C00021 RC01974__C21672_C21675, 20464,three-step reaction (see R11798+R11799+R11800),S-adenosyl-L-methionine:ornithine-lipid N-methyltransferase,,,C00019 C00021 C21672 C21675
R11798,1 C00019 + 1 C21672 <=> 1 C00021 + 1 C21673,2.1.1.344,,K22309,,RC00003__C00019_C00021 RC00060__C21672_C21673, 55031,"first step of three-step reaction (see R11797, R11798+R11799+R11800)",S-adenosyl-L-methionine:ornithine-lipid N-methyltransferase,,,C00019 C00021 C21672 C21673
R11799,1 C00019 + 1 C21673 <=> 1 C00021 + 1 C21674,2.1.1.344,,K22309,,RC00003__C00019_C00021 RC00181__C21673_C21674, 55035,"second step of three-step reaction (see R11797, R11798+R11799+R11800)",S-adenosyl-L-methionine:N-methylornithine-lipid N-methyltransferase,,,C00019 C00021 C21673 C21674
R11800,1 C00019 + 1 C21674 <=> 1 C00021 + 1 C21675,2.1.1.344,,K22309,,RC00003__C00019_C00021 RC00496__C21674_C21675, 55039,"last step of three-step reaction (see R11797, R11798+R11799+R11800)","S-adenosyl-L-methionine:N,N-dimethylornithine-lipid N-methyltransferase",,,C00019 C00021 C21674 C21675
R11801,1 C00077 + 1 C01271 <=> 1 C00229 + 1 C21680,2.3.2.30,,K22310,,RC00039__C00229_C01271 RC00064__C00077_C21680, 20636,,L-ornithine Nalpha-(3R)-3-hydroxy-acyltransferase,,,C00077 C00229 C01271 C21680
R11802,1 C00028 + 1 C21682 <=> 1 C00030 + 1 C21683,1.1.99.41,,K22323,rn00901 rn01110,RC03499__C21682_C21683, 55391,,"(3R)-3-hydroxy-2,3-dihydrotabersonine:acceptor oxidoreductase",,,C00028 C00030 C21682 C21683
R11803,1 C00002 + 1 C21593 <=> 1 C00008 + 1 C03393,2.7.1.220,,K22129,,RC00002__C00002_C00008 RC00017__C03393_C21593, 52395,,ATP:D-erythronate 4-phosphotransferase,,,C00002 C00008 C03393 C21593
R11804,1 C00001 + 1 C00006 + 1 C98959 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C98963,1.14.13.237,,,,RC03500__C21691_C21692, 42211,,"omega-(methylthio)alkyl-glucosinolate,NADPH:oxygen S-oxidoreductase",,,C00001 C00005 C00006 C00007 C00080 C98959 C98963
R11805,1 C00001 + 1 C00006 + 1 C00067 + 1 C00218 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C00543,1.14.13.238,,,,RC00556__C00218_C00543, 54831,,"dimethylamine,NADPH:oxygen oxidoreductase (formaldehyde-forming)",,,C00001 C00005 C00006 C00007 C00067 C00080 C00218 C00543
R11806,1 C00001 + 1 C03161 + 1 C21696 <=> 1 C00007 + 1 C03024 + 1 C21509,1.14.14.48,,,,RC00797__C21509_C21696, 54835,,"jasmonoyl-L-amino acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)",,,C00001 C00007 C03024 C03161 C21509 C21696
R11807,2 C00007 + 2 C03024 + 1 C21696 <=> 3 C00001 + 2 C03161 + 1 C21697,1.14.14.49,,,,RC00651__C21696_C21697, 55059,two-step reaction (see R11808+R11809),"12-hydroxyjasmonoyl-L-amino acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)",,,C00001 C00007 C03024 C03161 C21696 C21697
R11808,1 C00007 + 1 C03024 + 1 C21696 <=> 2 C00001 + 1 C03161 + 1 C21699,1.14.14.49,,,,RC00087__C21696_C21699, 55063,"the first step of two-step reaction (see R11807, R11808+R11809)",,,,C00001 C00007 C03024 C03161 C21696 C21699
R11809,1 C00001 + 1 C03161 + 1 C21697 <=> 1 C00007 + 1 C03024 + 1 C21699,1.14.14.49,,,,RC00080__C21697_C21699, 55071,"the second step of two-step reaction (see R11807, R11808+R11809)",,,,C00001 C00007 C03024 C03161 C21697 C21699
R11810,1 C00001 + 1 C03161 + 1 C21678 <=> 1 C00007 + 1 C03024 + 1 C11675,1.14.14.50,M00965,K22365,rn00901 rn01100 rn01110,, 52483,,"16-methoxytabersonine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",,,C00001 C00007 C03024 C03161 C11675 C21678
R11811,1 C00001 + 1 C03161 + 1 C21683 <=> 1 C00007 + 1 C03024 + 1 C09244,1.14.14.50,,K22365,rn00901 rn01110,, 55027,,"tabersonine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",,,C00001 C00007 C03024 C03161 C09244 C21683
R11812,1 C00001 + 2 C00139 + 1 C21712 + 1 C21713 <=> 1 C00007 + 2 C00138 + 1 C10931,1.14.15.23,,,,RC03489__C10931_C21712, 52207,,"butachlor,ferredoxin:oxygen oxidoreductase (butyl formate-releasing)",,,C00001 C00007 C00138 C00139 C10931 C21712 C21713
R11813,2 C00007 + 2 C03024 + 1 C21719 <=> 4 C00001 + 1 C00011 + 1 C01326 + 2 C03161 + 1 C21721,1.14.19.52,,,,, 52779,two-step reaction (see R11814+R11815),"2-(cystein-S-yl)-2-(1H-indol-3-yl)-acetonitrile,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (camalexin-forming)",,,C00001 C00007 C00011 C01326 C03024 C03161 C21719 C21721
R11814,1 C00007 + 1 C03024 + 1 C21719 <=> 2 C00001 + 1 C01326 + 1 C03161 + 1 C21722,1.14.19.52,,,,, 10455,"the first step of two-step reaction (see R11813, R11814+R11815)",,,,C00001 C00007 C01326 C03024 C03161 C21719 C21722
R11815,1 C00007 + 1 C03024 + 1 C21722 <=> 2 C00001 + 1 C00011 + 1 C03161 + 1 C21721,1.14.19.52,,,,, 34810,"the second step of two-step reaction (see R11813, R11814+R11815)",,,,C00001 C00007 C00011 C03024 C03161 C21721 C21722
R11816,3 C00001 + 3 C00028 + 1 C00237 + 1 C14818 + 1 C21723 <=> 3 C00007 + 3 C00030 + 1 C00032,1.14.99.58,,K07215 K07226,rn00860 rn01110,, 52227,,"protoheme,donor:oxygen oxidoreductase (biliverdin-IX-delta-forming)",,,C00001 C00007 C00028 C00030 C00032 C00237 C14818 C21723
R11817,3 C00001 + 3 C00028 + 1 C00237 + 1 C14818 + 1 C21724 <=> 3 C00007 + 3 C00030 + 1 C00032,1.14.99.58,,K07215 K07226,rn00860,, 52231,,"protoheme,donor:oxygen oxidoreductase (biliverdin-IX-beta-forming)",,,C00001 C00007 C00028 C00030 C00032 C00237 C14818 C21724
R11818,1 C00003 + 2 C00058 + 2 C00139 <=> 1 C00004 + 2 C00011 + 1 C00080 + 2 C00138,1.17.1.11,,,,RC02796__C00011_C00058, 46955,,"formate:NAD+, ferredoxin oxidoreductase",,,C00003 C00004 C00011 C00058 C00080 C00138 C00139
R11819,1 C00001 + 1 C03912 <=> 1 C01157,4.2.1.172,,K23121,rn00330 rn01100,RC03501__C01157_C03912, 54647,,trans-4-hydroxy-L-proline hydro-lyase,,,C00001 C01157 C03912
R11820,1 C00001 + 1 C00353 <=> 1 C21656,4.2.1.173,,K22946,rn00904 rn01110,RC02988__C00353_C21656, 54651,,geranylgeranyl-diphosphate hydratase (ent-8alpha-hydroxylabd-13-en-15-yl-diphosphate-forming); ent-8alpha-hydroxylabd-13-en-15-yl-diphosphate hydro-lyase,,,C00001 C00353 C21656
R11821,1 C00001 + 1 C00353 <=> 1 C21658,4.2.1.174,,,,RC03502__C00353_C21658, 54655,,geranylgeranyl-diphosphate hydratase (peregrinol-diphosphate-forming); peregrinol-diphosphate hydro-lyase,,,C00001 C00353 C21658
R11822,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21660,4.2.3.157,,,,, 53619,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-isoafricanol-forming]",,,C00001 C00013 C00448 C21660
R11823,1 C00013 + 1 C21661 <=> 1 C00353,4.2.3.158,,,,, 53623,,"geranylgeranyl-diphosphate diphosphate-lyase [cyclizing, (-)-spiroviolene-forming]",,,C00013 C00353 C21661
R11824,1 C00013 + 1 C21670 <=> 1 C00353,4.2.3.159,,,,, 53627,,"geranylgeranyl-diphosphate diphosphate-lyase (cyclizing, tsukubadiene-forming)",,,C00013 C00353 C21670
R11825,1 C00013 + 1 C21676 <=> 1 C00448,4.2.3.160,,,,, 53631,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (2S,3R,6S,9S)-(-)-protoillud-7-ene-forming]",,,C00013 C00448 C21676
R11826,1 C00013 + 1 C21677 <=> 1 C00448,4.2.3.161,,,,, 53635,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (3S)-(+)-asterisca-2(9),6-diene-forming]",,,C00013 C00448 C21677
R11827,1 C00013 + 1 C21679 <=> 1 C00448,4.2.3.162,,,,, 53643,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-amorphene-forming]",,,C00013 C00448 C21679
R11828,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21681,4.2.3.163,,,,, 53647,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-corvol-ether-B-forming]",,,C00001 C00013 C00448 C21681
R11829,1 C00013 + 1 C21684 <=> 1 C00448,4.2.3.164,,,,, 52807,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-eremophilene-forming]",,,C00013 C00448 C21684
R11830,1 C00013 + 1 C21685 <=> 1 C00448,4.2.3.165,,,,, 53671,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (1R,4R,5S)-(-)-guaia-6,10(14)-diene-forming]",,,C00013 C00448 C21685
R11831,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21686,4.2.3.166,,,,, 12195,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-ol-forming]",,,C00001 C00013 C00448 C21686
R11832,1 C00001 + 1 C00353 <=> 1 C00013 + 1 C21687,4.2.3.167,,,,, 16348,,"geranylgeranyl-diphosphate diphosphate-lyase [cyclizing, (3E,7E)-dolabella-3,7-dien-18-ol-forming]",,,C00001 C00013 C00353 C21687
R11833,1 C00013 + 1 C21688 <=> 1 C00353,4.2.3.168,,,,, 54043,,"geranylgeranyl-diphosphate diphosphate-lyase [cyclizing, (3E,7E)-dolathalia-3,7,11-triene-forming]",,,C00013 C00353 C21688
R11834,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21689,4.2.3.169,,,,, 54047,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 7-epi-alpha-eudesmol-forming)",,,C00001 C00013 C00448 C21689
R11835,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21690,4.2.3.170,,,,, 54051,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 4-epi-cubebol-forming)",,,C00001 C00013 C00448 C21690
R11836,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21693,4.2.3.171,,,,, 53651,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-corvol-ether-A-forming]",,,C00001 C00013 C00448 C21693
R11837,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21694,4.2.3.172,,,,, 14488,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 10-epi-juneol-forming)",,,C00001 C00013 C00448 C21694
R11838,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21695,4.2.3.173,,,,, 54055,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, tau-cadinol-forming)",,,C00001 C00013 C00448 C21695
R11839,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21698,4.2.3.174,,,,, 54059,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (2E,6E)-hedycaryol-forming]",,,C00001 C00013 C00448 C21698
R11840,1 C00001 + 1 C00448 <=> 1 C00013 + 1 C21700,4.2.3.175,,,,, 54067,,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 10-epi-cubebol-forming)",,,C00001 C00013 C00448 C21700
R11841,1 C00001 + 1 C04217 <=> 1 C00013 + 1 C21701,4.2.3.176,,,,, 54071,,"all-trans-pentaprenyl-diphosphate diphosphate-lyase (cyclizing, sesterfisherol-forming)",,,C00001 C00013 C04217 C21701
R11842,1 C00013 + 1 C21702 <=> 1 C98980,4.2.3.177,,,,, 54075,,"geranyl-diphosphate diphosphate-lyase (cyclizing, beta-thujene-forming)",,,C00013 C21702 C98980
R11843,1 C00013 + 1 C21703 <=> 1 C04217,4.2.3.178,,,,, 54079,,"all-trans-pentaprenyl-diphosphate diphosphate-lyase (cylizing, stellata-2,6,19-triene-forming)",,,C00013 C04217 C21703
